Method,LoggingLevel,Log
"<org.apache.hadoop.hdfs.server.datanode.BlockReceiver: void receiveBlock(java.io.DataOutputStream,java.io.DataInputStream,java.io.DataOutputStream,java.lang.String,org.apache.hadoop.hdfs.util.DataTransferThrottler,org.apache.hadoop.hdfs.protocol.DatanodeInfo[],boolean)>",warn,Failed to delete restart meta file:  <*> 
"<org.apache.hadoop.hdfs.server.datanode.BlockReceiver: void receiveBlock(java.io.DataOutputStream,java.io.DataInputStream,java.io.DataOutputStream,java.lang.String,org.apache.hadoop.hdfs.util.DataTransferThrottler,org.apache.hadoop.hdfs.protocol.DatanodeInfo[],boolean)>",warn,<*> \n <*> 
"<org.apache.hadoop.hdfs.server.datanode.BlockReceiver: void receiveBlock(java.io.DataOutputStream,java.io.DataInputStream,java.io.DataOutputStream,java.lang.String,org.apache.hadoop.hdfs.util.DataTransferThrottler,org.apache.hadoop.hdfs.protocol.DatanodeInfo[],boolean)>",warn,Failed to delete restart meta file:  <*> 
"<org.apache.hadoop.hdfs.server.datanode.BlockReceiver: void receiveBlock(java.io.DataOutputStream,java.io.DataInputStream,java.io.DataOutputStream,java.lang.String,org.apache.hadoop.hdfs.util.DataTransferThrottler,org.apache.hadoop.hdfs.protocol.DatanodeInfo[],boolean)>",warn,<*> \n <*> 
<org.apache.hadoop.hdfs.server.datanode.BlockReceiver: void manageWriterOsCache(long)>,warn,Slow manageWriterOsCache took  <*> ms (threshold= <*> ms) 
<org.apache.hadoop.hdfs.server.datanode.BlockReceiver: void manageWriterOsCache(long)>,warn,Error managing cache for writer of block  <*> 
<org.apache.hadoop.hdfs.server.datanode.BlockReceiver: void handleMirrorOutError(java.io.IOException)>,info,<*> :Exception writing  <*>  to mirror  <*> 
<org.apache.hadoop.hdfs.server.datanode.BlockReceiver: void flushOrSync(boolean)>,warn,"Slow flushOrSync took  <*> ms (threshold= <*> ms), isSync: isSync , flushTotalNanos= flushTotalNanos ns "
"<org.apache.hadoop.hdfs.server.datanode.BlockReceiver: void <init>(org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.hdfs.StorageType,java.io.DataInputStream,java.lang.String,java.lang.String,org.apache.hadoop.hdfs.protocol.datatransfer.BlockConstructionStage,long,long,long,java.lang.String,org.apache.hadoop.hdfs.protocol.DatanodeInfo,org.apache.hadoop.hdfs.server.datanode.DataNode,org.apache.hadoop.util.DataChecksum,org.apache.hadoop.hdfs.server.datanode.CachingStrategy,boolean)>",debug,"<*> :  block \n  isClient  = <*> , clientname= clientname \n  isDatanode= <*> , srcDataNode= srcDataNode \n  inAddr= inAddr , myAddr= myAddr \n  cachingStrategy =  cachingStrategy "
"<org.apache.hadoop.hdfs.server.datanode.BlockReceiver: void <init>(org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.hdfs.StorageType,java.io.DataInputStream,java.lang.String,java.lang.String,org.apache.hadoop.hdfs.protocol.datatransfer.BlockConstructionStage,long,long,long,java.lang.String,org.apache.hadoop.hdfs.protocol.DatanodeInfo,org.apache.hadoop.hdfs.server.datanode.DataNode,org.apache.hadoop.util.DataChecksum,org.apache.hadoop.hdfs.server.datanode.CachingStrategy,boolean)>",warn,Could not get file descriptor for outputstream of class  <*> 
"<org.apache.hadoop.hdfs.server.datanode.BlockReceiver: void <init>(org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.hdfs.StorageType,java.io.DataInputStream,java.lang.String,java.lang.String,org.apache.hadoop.hdfs.protocol.datatransfer.BlockConstructionStage,long,long,long,java.lang.String,org.apache.hadoop.hdfs.protocol.DatanodeInfo,org.apache.hadoop.hdfs.server.datanode.DataNode,org.apache.hadoop.util.DataChecksum,org.apache.hadoop.hdfs.server.datanode.CachingStrategy,boolean)>",warn,IOException in BlockReceiver constructor. Cause is 
"<org.apache.hadoop.hdfs.server.datanode.BlockReceiver: java.util.zip.Checksum computePartialChunkCrc(long,long)>",debug,"computePartialChunkCrc for  <*> : sizePartialChunk= sizePartialChunk , block offset= blkoff# , metafile offset= ckoff "
"<org.apache.hadoop.hdfs.server.datanode.BlockReceiver: java.util.zip.Checksum computePartialChunkCrc(long,long)>",debug,Read in partial CRC chunk from disk for  <*> 
<org.apache.hadoop.hdfs.server.datanode.BlockReceiver: int receivePacket()>,debug,Receiving one packet for block  <*> :  <*> 
<org.apache.hadoop.hdfs.server.datanode.BlockReceiver: int receivePacket()>,debug,Receiving an empty packet or the end of the block  <*> 
<org.apache.hadoop.hdfs.server.datanode.BlockReceiver: int receivePacket()>,debug,receivePacket for  <*> : previous write did not end at the chunk boundary.  onDiskLen= <*> 
<org.apache.hadoop.hdfs.server.datanode.BlockReceiver: int receivePacket()>,debug,"Writing out partial crc for data len  <*> , skip=  "
<org.apache.hadoop.hdfs.server.datanode.BlockReceiver: int receivePacket()>,warn,Slow BlockReceiver write packet to mirror took  duration_ ms (threshold= <*> ms) 
<org.apache.hadoop.hdfs.server.datanode.BlockReceiver: int receivePacket()>,warn,Slow BlockReceiver write data to disk cost: <*> ms (threshold= <*> ms) 
<org.apache.hadoop.hdfs.server.datanode.BlockReceiver: boolean packetSentInTime()>,info,A packet was last sent  diff  milliseconds ago. 
<org.apache.hadoop.hdfs.server.datanode.BlockReceiver$PacketResponder: void sendOOBResponse(org.apache.hadoop.hdfs.protocol.proto.DataTransferProtos$Status)>,info,Cannot send OOB response  ackStatus . Responder not running. 
<org.apache.hadoop.hdfs.server.datanode.BlockReceiver$PacketResponder: void sendOOBResponse(org.apache.hadoop.hdfs.protocol.proto.DataTransferProtos$Status)>,info,Sending an out of band ack of type  ackStatus 
"<org.apache.hadoop.hdfs.server.datanode.BlockReceiver$PacketResponder: void sendAckUpstreamUnprotected(org.apache.hadoop.hdfs.protocol.datatransfer.PipelineAck,long,long,long,org.apache.hadoop.hdfs.protocol.proto.DataTransferProtos$Status)>",debug,"<*> , replyAck= $u "
"<org.apache.hadoop.hdfs.server.datanode.BlockReceiver$PacketResponder: void sendAckUpstreamUnprotected(org.apache.hadoop.hdfs.protocol.datatransfer.PipelineAck,long,long,long,org.apache.hadoop.hdfs.protocol.proto.DataTransferProtos$Status)>",warn,"Slow PacketResponder send ack to upstream took  <*> ms (threshold= <*> ms),  <*> , replyAck= $u "
<org.apache.hadoop.hdfs.server.datanode.BlockReceiver$PacketResponder: void run()>,debug,<*>  got  $u 
<org.apache.hadoop.hdfs.server.datanode.BlockReceiver$PacketResponder: void run()>,debug,Calculated invalid ack time:  oobStatus ns. 
<org.apache.hadoop.hdfs.server.datanode.BlockReceiver$PacketResponder: void run()>,info,Relaying an out of band ack of type  <*> 
<org.apache.hadoop.hdfs.server.datanode.BlockReceiver$PacketResponder: void run()>,info,<*> : Thread is interrupted. 
<org.apache.hadoop.hdfs.server.datanode.BlockReceiver$PacketResponder: void run()>,info,<*>  terminating 
<org.apache.hadoop.hdfs.server.datanode.BlockReceiver$PacketResponder: void run()>,warn,The downstream error might be due to congestion in upstream including this node. Propagating the error: 
<org.apache.hadoop.hdfs.server.datanode.BlockReceiver$PacketResponder: void run()>,warn,IOException in BlockReceiver.run(): 
<org.apache.hadoop.hdfs.server.datanode.BlockReceiver$PacketResponder: void finalizeBlock(long)>,info,Received  <*>  size  <*>  from  <*> 
"<org.apache.hadoop.hdfs.server.datanode.BlockReceiver$PacketResponder: void enqueue(long,boolean,long,org.apache.hadoop.hdfs.protocol.proto.DataTransferProtos$Status)>",debug,<*> : enqueue  <*> 
<org.apache.hadoop.hdfs.server.datanode.BlockReceiver$PacketResponder: void close()>,debug,<*> : closing 
<org.apache.hadoop.hdfs.server.datanode.BlockPoolSliceStorage: void setRollingUpgradeMarkers(java.util.List)>,info,Created  <*> 
<org.apache.hadoop.hdfs.server.datanode.BlockPoolSliceStorage: void setRollingUpgradeMarkers(java.util.List)>,info,<*>  already exists. 
<org.apache.hadoop.hdfs.server.datanode.BlockPoolSliceStorage: void restoreTrash()>,warn,Restoring trash failed for storage directory  sd 
"<org.apache.hadoop.hdfs.server.datanode.BlockPoolSliceStorage: void recoverTransitionRead(org.apache.hadoop.hdfs.server.datanode.DataNode,org.apache.hadoop.hdfs.server.protocol.NamespaceInfo,java.util.Collection,org.apache.hadoop.hdfs.server.common.HdfsServerConstants$StartupOption)>",info,Analyzing storage directories for bpid  <*> 
"<org.apache.hadoop.hdfs.server.datanode.BlockPoolSliceStorage: void format(org.apache.hadoop.hdfs.server.common.Storage$StorageDirectory,org.apache.hadoop.hdfs.server.protocol.NamespaceInfo)>",info,Formatting block pool  <*>  directory  <*> 
"<org.apache.hadoop.hdfs.server.datanode.BlockPoolSliceStorage: void doUpgrade(org.apache.hadoop.hdfs.server.datanode.DataNode,org.apache.hadoop.hdfs.server.common.Storage$StorageDirectory,org.apache.hadoop.hdfs.server.protocol.NamespaceInfo)>",info,Upgrading block pool storage directory  <*> .\n   old LV =  <*> ; old CTime =  <*> .\n   new LV =  <*> ; new CTime =  <*> 
"<org.apache.hadoop.hdfs.server.datanode.BlockPoolSliceStorage: void doUpgrade(org.apache.hadoop.hdfs.server.datanode.DataNode,org.apache.hadoop.hdfs.server.common.Storage$StorageDirectory,org.apache.hadoop.hdfs.server.protocol.NamespaceInfo)>",info,Upgrade of block pool  <*>  at  <*>  is complete 
"<org.apache.hadoop.hdfs.server.datanode.BlockPoolSliceStorage: void doTransition(org.apache.hadoop.hdfs.server.datanode.DataNode,org.apache.hadoop.hdfs.server.common.Storage$StorageDirectory,org.apache.hadoop.hdfs.server.protocol.NamespaceInfo,org.apache.hadoop.hdfs.server.common.HdfsServerConstants$StartupOption)>",info,Restored  <*>  block files from trash. 
"<org.apache.hadoop.hdfs.server.datanode.BlockPoolSliceStorage: void doRollback(org.apache.hadoop.hdfs.server.common.Storage$StorageDirectory,org.apache.hadoop.hdfs.server.protocol.NamespaceInfo)>",info,Rolling back storage directory  <*> .\n   target LV =  <*> ; target CTime =  <*> 
"<org.apache.hadoop.hdfs.server.datanode.BlockPoolSliceStorage: void doRollback(org.apache.hadoop.hdfs.server.common.Storage$StorageDirectory,org.apache.hadoop.hdfs.server.protocol.NamespaceInfo)>",info,Rollback of  <*>  is complete 
<org.apache.hadoop.hdfs.server.datanode.BlockPoolSliceStorage: void doFinalize(java.io.File)>,info,Finalizing upgrade for storage directory  <*> .\n   cur LV =  <*> ; cur CTime =  <*> 
<org.apache.hadoop.hdfs.server.datanode.BlockPoolSliceStorage: void clearRollingUpgradeMarkers(java.util.List)>,info,Deleting  <*> 
<org.apache.hadoop.hdfs.server.datanode.BlockPoolSliceStorage: void clearRollingUpgradeMarkers(java.util.List)>,warn,Failed to delete  <*> 
"<org.apache.hadoop.hdfs.server.datanode.BlockPoolSliceStorage: org.apache.hadoop.hdfs.server.common.Storage$StorageDirectory loadStorageDirectory(org.apache.hadoop.hdfs.server.datanode.DataNode,org.apache.hadoop.hdfs.server.protocol.NamespaceInfo,java.io.File,org.apache.hadoop.hdfs.server.common.HdfsServerConstants$StartupOption)>",info,Block pool storage directory  dataDir  does not exist 
"<org.apache.hadoop.hdfs.server.datanode.BlockPoolSliceStorage: org.apache.hadoop.hdfs.server.common.Storage$StorageDirectory loadStorageDirectory(org.apache.hadoop.hdfs.server.datanode.DataNode,org.apache.hadoop.hdfs.server.protocol.NamespaceInfo,java.io.File,org.apache.hadoop.hdfs.server.common.HdfsServerConstants$StartupOption)>",info,Block pool storage directory  dataDir  is not formatted for  <*> 
"<org.apache.hadoop.hdfs.server.datanode.BlockPoolSliceStorage: org.apache.hadoop.hdfs.server.common.Storage$StorageDirectory loadStorageDirectory(org.apache.hadoop.hdfs.server.datanode.DataNode,org.apache.hadoop.hdfs.server.protocol.NamespaceInfo,java.io.File,org.apache.hadoop.hdfs.server.common.HdfsServerConstants$StartupOption)>",info,Formatting ...
"<org.apache.hadoop.hdfs.server.datanode.BlockPoolSliceStorage: java.util.List loadBpStorageDirectories(org.apache.hadoop.hdfs.server.datanode.DataNode,org.apache.hadoop.hdfs.server.protocol.NamespaceInfo,java.util.Collection,org.apache.hadoop.hdfs.server.common.HdfsServerConstants$StartupOption)>",warn,Failed to analyze storage directories for block pool  <*> 
<org.apache.hadoop.hdfs.server.datanode.BlockPoolSliceStorage: java.lang.String getRestoreDirectory(java.io.File)>,info,Restoring  blockFile  to  <*> 
<org.apache.hadoop.hdfs.server.datanode.BlockPoolSliceStorage: int restoreBlockFilesFromTrash(java.io.File)>,info,Not overwriting  $u  with smaller file from  trash directory. This message can be safely ignored. 
<org.apache.hadoop.hdfs.server.datanode.BlockPoolSliceStorage$1: void run()>,error,Finalize upgrade for  <*>  failed. 
<org.apache.hadoop.hdfs.server.datanode.BlockPoolSliceStorage$1: void run()>,info,Finalize upgrade for  <*>  is complete. 
<org.apache.hadoop.hdfs.server.datanode.BlockPoolSliceScanner: void verifyBlock(org.apache.hadoop.hdfs.protocol.ExtendedBlock)>,info,<*> Verification succeeded for  block 
<org.apache.hadoop.hdfs.server.datanode.BlockPoolSliceScanner: void verifyBlock(org.apache.hadoop.hdfs.protocol.ExtendedBlock)>,info,block  is no longer in the dataset 
<org.apache.hadoop.hdfs.server.datanode.BlockPoolSliceScanner: void verifyBlock(org.apache.hadoop.hdfs.protocol.ExtendedBlock)>,info,Verification failed for  block  - may be due to race with write 
<org.apache.hadoop.hdfs.server.datanode.BlockPoolSliceScanner: void verifyBlock(org.apache.hadoop.hdfs.protocol.ExtendedBlock)>,warn,<*> Verification failed for  block 
<org.apache.hadoop.hdfs.server.datanode.BlockPoolSliceScanner: void startNewPeriod()>,info,Starting a new period : work left in prev period :  <*> 
<org.apache.hadoop.hdfs.server.datanode.BlockPoolSliceScanner: void scan()>,debug,Starting to scan blockpool:  <*> 
<org.apache.hadoop.hdfs.server.datanode.BlockPoolSliceScanner: void scan()>,debug,"All remaining blocks were processed recently, so this run is complete"
<org.apache.hadoop.hdfs.server.datanode.BlockPoolSliceScanner: void scan()>,debug,Done scanning block pool:  <*> 
<org.apache.hadoop.hdfs.server.datanode.BlockPoolSliceScanner: void scan()>,debug,Done scanning block pool:  <*> 
<org.apache.hadoop.hdfs.server.datanode.BlockPoolSliceScanner: void scan()>,warn,RuntimeException during BlockPoolScanner.scan()
<org.apache.hadoop.hdfs.server.datanode.BlockPoolSliceScanner: void rollVerificationLogs()>,warn,Received exception: 
<org.apache.hadoop.hdfs.server.datanode.BlockPoolSliceScanner: void handleScanFailure(org.apache.hadoop.hdfs.protocol.ExtendedBlock)>,info,Reporting bad  block 
<org.apache.hadoop.hdfs.server.datanode.BlockPoolSliceScanner: void handleScanFailure(org.apache.hadoop.hdfs.protocol.ExtendedBlock)>,warn,Cannot report bad  <*> 
<org.apache.hadoop.hdfs.server.datanode.BlockPoolSliceScanner: void addBlock(org.apache.hadoop.hdfs.protocol.ExtendedBlock)>,warn,Adding an already existing block  block 
"<org.apache.hadoop.hdfs.server.datanode.BlockPoolSliceScanner: void <init>(java.lang.String,org.apache.hadoop.hdfs.server.datanode.DataNode,org.apache.hadoop.hdfs.server.datanode.fsdataset.FsDatasetSpi,org.apache.hadoop.conf.Configuration)>",info,Periodic Block Verification Scanner initialized with interval  hours  hours for block pool  bpid 
"<org.apache.hadoop.hdfs.server.datanode.BlockPoolSliceScanner: void <init>(java.lang.String,org.apache.hadoop.hdfs.server.datanode.DataNode,org.apache.hadoop.hdfs.server.datanode.fsdataset.FsDatasetSpi,org.apache.hadoop.conf.Configuration)>",warn,Could not open verfication log. Verification times are not stored.
<org.apache.hadoop.hdfs.server.datanode.BlockPoolSliceScanner: boolean workRemainingInCurrentPeriod()>,debug,"Skipping scan since bytesLeft= <*> , Start= <*> , period= <*> , now= <*>   <*> "
<org.apache.hadoop.hdfs.server.datanode.BlockPoolSliceScanner: boolean assignInitialVerificationTimes()>,warn,Failed to read previous verification times.
<org.apache.hadoop.hdfs.server.datanode.BlockPoolSliceScanner$LogFileHandler: void close()>,warn,Failed to close the appender of  <*> 
"<org.apache.hadoop.hdfs.server.datanode.BlockPoolSliceScanner$LogFileHandler: void append(long,long,long)>",warn,"Failed to append to  <*> , m= <*> "
<org.apache.hadoop.hdfs.server.datanode.BlockPoolSliceScanner$LogEntry: org.apache.hadoop.hdfs.server.datanode.BlockPoolSliceScanner$LogEntry parseEntry(java.lang.String)>,warn,Cannot parse line:  line 
<org.apache.hadoop.hdfs.server.datanode.BlockPoolManager: void remove(org.apache.hadoop.hdfs.server.datanode.BPOfferService)>,info,Removed  bpos 
<org.apache.hadoop.hdfs.server.datanode.BlockPoolManager: void remove(org.apache.hadoop.hdfs.server.datanode.BPOfferService)>,warn,Couldn\'t remove BPOS  t  from bpByNameserviceId map 
<org.apache.hadoop.hdfs.server.datanode.BlockPoolManager: void refreshNamenodes(org.apache.hadoop.conf.Configuration)>,info,Refresh request received for nameservices:  <*> 
<org.apache.hadoop.hdfs.server.datanode.BlockPoolManager: void doRefreshNamenodes(java.util.Map)>,info,Starting BPOfferServices for nameservices:  <*> 
<org.apache.hadoop.hdfs.server.datanode.BlockPoolManager: void doRefreshNamenodes(java.util.Map)>,info,Stopping BPOfferServices for nameservices:  <*> 
